DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
BALL,1934.665,Studied,NA,NA,NA,28,NA,NA,NA,NA,identical,28,3
HAIR,1568.085,Studied,NA,NA,NA,20,NA,NA,NA,NA,unrelated,,
SALE,4720.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
CHOICE,5805.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,266.4349999,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7991.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
BUSH,832.585,Studied,NA,NA,NA,10,NA,NA,NA,NA,unrelated,,
TOCK,7157.54,Studied,NA,NA,NA,3,NA,NA,NA,NA,unrelated,,
PIECE,2585.065,Studied,NA,NA,NA,1,NA,NA,NA,NA,firstword,,
,7991.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
GARLIC,4253.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7990.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7990.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
MILK,3370.22,Studied,NA,NA,NA,10,NA,NA,NA,NA,unrelated,,
CHEESE,4287.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7992.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
ABOVE,4140.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,6060.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,270.5950001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,269.8300001,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
COOL,5192.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
CLOTHES,2889.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TALK,3790.55,Studied,NA,NA,NA,28,NA,NA,NA,NA,identical,28,4
SCOLD,1873.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TOWEL,2906.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
BATH,841.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
ILL,7928.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7996.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
COFFEE,1389.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TEA,621.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7995.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
MARKET,1972.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
STORE,1606.545,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7995.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7995.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7995.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
LOVE,4674.83,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
POLE,2188.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SEA,2606.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
OCEAN,788.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
JACET,6094.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
JACKET,1405.01,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7995.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
D,7991.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7991.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7991.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
HELO,7991,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
HELLO,2685.585,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7991.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7991.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7995.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
CORN,1421.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FLOUR,2806.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SUGAR,1205.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
RICE,587.4500002,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7992.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
LAUGH,3736.925,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
CRY,1934.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FOOD,4170.66,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7992.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7991.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
VASE,4020.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7991.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
SLIDE,3269.315,Studied,NA,NA,NA,14,NA,NA,NA,NA,related,13,1
HAIR,6656.315,Studied,NA,NA,NA,20,NA,NA,NA,NA,unrelated,,
DESERT,1433.52,Studied,NA,NA,NA,NA,NA,NA,NA,NA,,,
PROBLEM,1267.665,Studied,NA,NA,NA,27,NA,NA,NA,NA,related,27,4
ADDRESS,3703.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7991.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FIE,6756.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FIVE,1934.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
TREE,2652.645,Studied,NA,NA,NA,12,NA,NA,NA,NA,identical,12,4
,8008.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7990.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FOUR,5521.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
WOR,7991.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
PROTEIN,3719.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
