DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,Primeblock
GRAVE,7999.995,Studied,6,3,NA,7,Related,PATIENT,DOCTOR,NA,unrelated,,
WOOD,8001.11,Studied,12,3,NA,13,Unrelated,TWELVE,NA,NA,unrelated,,
DOCTOR,8001.225,Studied,22,3,NA,16,Unrelated,FISH,NA,PATIENT,related,7,3
CELL,7999.815,Studied,25,3,NA,19,Related,DAYS,NIGHTS,NA,unrelated,,
ROSE,8000.475,Studied,11,3,NA,20,Identical,GUILT,NA,NA,unrelated,,
SKIN,7999.51,Studied,10,3,Identical,21,Identical,SUBJECT,NA,NA,identical,2,3
KNIT,8000.71,Studied,34,3,Identical,23,Identical,KNIT,NA,NA,identical ,23,3
EXPLODE,8000.63,Studied,36,3,Identical,NA,NA,NA,NA,NA,,,
ARMS,8026.16,Studied,37,3,NA,25,Related,CARESS,TOUCH,NA,unrelated,,
MAID,7999.44,Studied,15,4,NA,8,Unrelated,POUND,NA,NA,unrelated,,
SNEEZE,8000.605,Studied,16,4,Identical,34,Identical,SNEEZE,NA,NA,identical ,34,4
APARTMENT,8000.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
FIRE,8002.53,Studied,18,4,Identical,10,Identical,SURE,NA,NA,identical ,6,4
BALLS,8000.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
EFFECT,7989.755,Studied,14,4,NA,14,Identical,BOSS,NA,NA,unrelated,,
NINE,7999.075,Studied,12,4,Identical,15,Related,HAUL,CARRY,NA,identical ,7,4
BANK,8000.84,Studied,13,4,NA,16,Unrelated,SOUTH,NA,NA,unrelated,,
PLAN,7997.85,Studied,4,4,NA,3,Unrelated,HOOP,NA,NA,unrelated,,
SLEEP,8001.48,Studied,2,4,NA,2,Related,DIGNITY,PRIDE,NA,unrelated,,
OVEN,7999.045,Studied,5,4,NA,4,Identical,SMALL,NA,NA,unrelated,,
SOFT,8001.1,Studied,6,4,NA,5,Identical,SILK,NA,NA,unrelated,,
SILKC,7999.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
CAKE,8215.96,Studied,26,4,Identical,26,Unrelated,KISS,NA,NA,unrelated,,
BOSS,7986.84,Studied,33,4,Identical,18,Identical,ITCH,NA,NA,identical ,14,4
ANGRY,8000.68,NA,NA,NA,NA,27,Related,SALIVA,SPIT,NA,unrelated,,
PAPER,6602.03,Studied,35,4,NA,19,Unrelated,WORLD,NA,NA,unrelated,,
