DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1,ActualPrimeCondition,PrimePosition,PrimeBlock
,232.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,82.32000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8006.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7998.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,7999.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,8000.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,1750.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,500.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,350.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,333.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
,1481.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
