Participant,Prime,Prime_Duration,rt,Response,Accuracy
SK,LYNX,115.155,20.7149999,XXXXX,0
SK,KEEP,116.93,6467.215,KEEP,1
SK,REACTOR,116.74,2368.685,TRACTOR,0
SK,FLAK,116.415,596.975,XXXXX,0
SK,SPUNK,114.655,2300.305,SPUNK,1
SK,UNEASY,116.98,1959.505,UNEASY,1
SK,LEND,114.24,1471.78,LEAD,0
CS,MEET,118.09,8000.175,XXXXX,0
CS,FREAK,117.795,8002.89,XXXXX,0
CS,FOREST,116.445,7999.495,FOREST,1
CS,OPTION,115.34,8001.65,FOREST,0
CS,SPUN,116.455,8000.45,SPUN,1
CS,DAMAGE,117.765,7999.835,DAMAGE,1
CS,CHEAT,116.59,7989.8,CHEAT,1
CS,FLAK,118.225,8000.1,XXXXX,0
CS,SPUNK,114.98,8001.465,XXXXX,0
CS,TRIVIA,115.48,7999.745,TRIVIA,1
CS,UNEASY,116.5,8001.66,EASY,1
CS,CORNER,114.68,8000.01,CORNER,1
CS,WIND,116.475,8000.8,XXXXX,0
CS,STARK,118.73,8000.59,SHARK,0
CS,REACTOR,117.2,7989.895,FACTOR,0
CS,PULL,116.825,8001.035,PULL,1
CS,TRAITOR,115.765,8000.835,TRAITOR,1
CS,CHEER,127.91,8000.29,SHEEP,0
CS,SNAP,116.515,8000.37,XXXXX,0
CS,EFFIGY,116.61,8001.435,XXXXX,0
CS,ERUPT,116.76,7999.14,ERUPT,1
CS,SPAN,114.96,8000.385,XXXXX,0
CS,SUIT,116.535,8000.76,SUIT,1
CS,SHAVE,116.33,8002.52,SHAVE,1
CS,LEND,115.095,7999.38,LEGEND,0
CS,TOTALLY,116.705,7999.8,TOTALLY,1
CS,LYNX,117.65,8001.79,XXXXX,0
CS,MORAL,117.345,8000.21,MORAL,1
CS,VOID,117.25,8001.485,VOID,1
CS,FAUNA,115.095,7998.855,XXXXX,0
CS,PEEP,115.925,7998.7,XXXXX,0
CS,VODKA,115.745,8021.895,XXXXX,0
CS,HOSTEL,117.11,7998.72,HO,1
CS,CLAW,115.09,8000.465,XXXXX,0
CS,MIDLAND,116.285,8001.87,MIDLAND,1
CS,KEEP,118.42,8000.685,KEEP,1
CS,MUZZLE,117.03,7990.115,XXXXX,0
CS,CEASE,116.72,7999.46,CEASE,1
CS,RESUME,116.92,8001.25,PRESUME,1
CS,PIAZZA,116.245,8000.385,PIZZA,0
AG,STARK,116.07,1016.74,STARK,1
AG,SPUN,115.465,1698.555,PUN,1
AG,CORNER,116.765,868.55,CORNER,1
AG,KEEP,116.665,981.88,KEEP,1
AG,PEEP,116.77,1116.41,PEEPS,1
AG,VOID,116.68,866.015,VOID,1
AG,TRIVIA,115.38,1083.675,TRIVIA,1
AG,FOREST,116.645,934.675,FOREST,1
AG,MEET,116.47,935.845,MEET,1
AG,CHEAT,117.12,782.745,CHEAT,1
AG,TRAITOR,116.235,1631.54,TRAITOR,1
AG,SNAP,116.9,434.46,XXXXX,0
AG,LYNX,116.735,1599.765,LYNX,1
AG,WIND,116.485,766.04,WIND,1
AG,OPTION,117.405,998.435,OPTION,1
AG,SPAN,116.64,821.895,SPAN,1
AG,CLAW,117.075,867.1,CLAW,1
AG,FAUNA,115.08,983.15,FAUNA,1
AG,FREAK,117.34,966.31,FREAK,1
AG,SUIT,117.065,782,SUIT,1
AG,VODKA,128.675,768.32,VODKA,1
AG,PIAZZA,116.875,1298.66,PIZZA,0
AG,RESUME,116.98,1515.06,RESUME,1
AG,ERUPT,116.895,867.31,ERUPT,1
AG,CHEER,116.91,1034.145,CHEER,1
AG,REACTOR,117.135,1582.465,TRACTOR,0
AG,SHAVE,120.425,1104.82,SHAVE,1
AG,DAMAGE,117.12,966.545,DAMAGE,1
AG,MIDLAND,117.42,1651.39,MIDLAND,1
AG,MUZZLE,116.67,1251.125,MUZZLE,1
AG,HOSTEL,116.21,1155.83,HOSTEL,1
AG,UNEASY,116.555,1080.385,UNEASY,1
AG,CEASE,116.975,349.505,XXXXX,0
AG,SPUNK,117.765,1099.525,SPUNK,1
AG,MORAL,116.34,833.405,MORAL,1
AG,TOTALLY,117.67,1087.305,TOTALLY,1
AG,FLAK,117.37,834.26,FLANK,0
AG,PULL,116.785,1067.7,PULL,1
AG,EFFIGY,115.655,1015.445,EFFIGY,1
AG,LEND,117.525,966.89,LEND,1
CT,OPTION,116.67,2016.92,OPTION,1
CT,WIND,117.125,1699.33,WIND,1
CT,CHEAT,116.875,1697.835,CHEAT,1
CT,FAUNA,116.165,1232.875,FLAUNT,0
CT,SPUNK,116.955,1465.835,SPUNK,1
CT,ERUPT,116.5,1449.995,ERUPT,1
CT,MORAL,116.505,1116,MORAL,1
CT,EFFIGY,116.63,2083.04,EFFICACY,0
CT,CEASE,116.165,2383.545,DECEASE,1
CT,UNEASY,116.125,1760.795,UNEASY,1
CT,CHEER,116.375,1400.125,CHEER,1
CT,PIAZZA,116.755,1582.33,PLAZA,0
CT,SUIT,116.795,967.375,SUIT,1
CT,MUZZLE,115.13,1415.125,MUZZLES,1
CT,FREAK,116.75,1782.87,FREAK,1
CT,HOSTEL,115.665,1416.21,HOSTEL,1
CT,TRIVIA,117.415,1249.92,TRIVIA,1
CT,SNAP,116.875,1015.04,SNAP,1
CT,CORNER,117.035,1082.21,CORNER,1
CT,MIDLAND,117.495,1769.12,MIDLAND,1
CT,LEND,117.585,1417.29,SENT,0
CT,FLAK,117.04,1082.875,FLAT,0
CT,SHAVE,117.335,1863.085,SHAVE,1
CT,REACTOR,117.165,1732.75,REACTOR,1
CT,VODKA,116.71,1033.25,VODKA,1
CT,TOTALLY,116.665,1317.045,TOTALLY,1
CT,RESUME,115.255,1578.455,RESUME,1
CT,FOREST,117.34,1399.5,FOREST,1
CT,VOID,117.04,1049.08,VOID,1
CT,DAMAGE,116.625,1900,DAMAGE,1
CT,CLAW,115.83,2032.79,CLAW,1
CT,LYNX,116.83,1366.46,LYNX,1
CT,KEEP,116.29,1082.875,KEEP,1
CT,PEEP,116.79,1315.835,PEEP,1
CT,MEET,117.96,1015.495,MEET,1
CT,STARK,117.04,1132.04,STARK,1
CT,TRAITOR,117.08,1482.5,TRAITOR,1
CT,SPUN,115.79,1399.17,SPUN,1
CT,PULL,117.29,1248.955,PULL,1
CT,SPAN,116.495,1083.415,PANIC,0
AM4,FREAK,116.61,2454.3,FREAK,1
AM4,SPUNK,117.13,3689.25,SPUNK,1
AM4,STARK,116.225,702.825,XXXXX,0
AM4,KEEP,116.5,3003.86,KEEP,1
AM4,MEET,116.925,1803.655,MEET,1
AM4,PIAZZA,116.13,1784.73,PIZZA,0
AM4,SNAP,116.365,5620.55,SNAP,1
AM4,PULL,115.84,2050.75,PULL,1
AM4,UNEASY,116.45,2116.7,UNEASY,1
AM4,FLAK,116.03,2083.495,XXXXX,0
AM4,LEND,116.555,285.22,D,1
AM4,CORNER,117.705,1865.97,CORNER,1
AM4,CHEER,115.305,2434.36,CHEER,1
AM4,CLAW,116.865,2316.375,CLAW,1
AM4,SUIT,116.215,4099.785,SUIT,1
AM4,EFFIGY,114.055,704.19,XXXXX,0
AM4,SPUN,117.84,2350.485,SPUN,1
AM4,TOTALLY,117.015,2032.81,TOTALLY,1
AM4,HOSTEL,117.58,654.62,XXXXX,0
AM4,ERUPT,117.055,1318.15,ERUPT,1
AM4,CEASE,115.865,1283.595,CEASE,1
AM4,WIND,116.875,333.81,XXXXX,0
AM4,FAUNA,117.595,734.775,XXXXX,0
AM4,CHEAT,116.115,1666.435,CHEAT,1
AM4,LYNX,116.415,426.855,XXXXX,0
AM4,TRIVIA,117.21,1100.04,TRIVIA,1
AM4,RESUME,116.46,1600.23,RESUME,1
AM4,SPAN,117.365,1383.215,SPAN,1
AM4,VOID,116.885,1650.395,VOID,1
AM4,VODKA,116.925,1116.085,VODKA,1
AM4,DAMAGE,115.635,2587.735,DAMAGGE,0
AM4,REACTOR,117.36,536.09,XXXXX,0
AM4,MIDLAND,116.93,1751.36,MIDLAND,1
AM4,FOREST,116.735,2749.455,FOREST,1
AM4,MORAL,116.54,1133.77,MORAL,1
AM4,PEEP,115.94,366.405,XXXXX,0
AM4,TRAITOR,116.94,484.79,XXXXX,0
AM4,MUZZLE,117.35,316.745,XXXXX,0
AM4,SHAVE,116.35,1816.325,SHAVE,1
AM4,OPTION,116.32,3063.905,POTION,0
KB2,EFFIGY,116.35,882.89,XXXXX,0
KB2,MORAL,116.635,1799.85,MORAL,1
KB2,TRIVIA,117.405,2566.47,TRIVIA,1
KB2,SNAP,117.36,1034.815,SNAP,1
KB2,PIAZZA,116.53,1834.24,PIZZA,0
KB2,LYNX,116.795,1450.4,LYNX,1
KB2,CEASE,116.705,1299.46,CEASE,1
KB2,SPAN,116.705,2017.695,SPAN,1
KB2,REACTOR,116.97,1501.1,ELECTOR,0
KB2,WIND,116.04,884.04,WIND,1
KB2,OPTION,117.155,1450.435,OPTION,1
KB2,ERUPT,117.22,1149.835,ERUPT,1
KB2,SUIT,117.27,816.945,SUIT,1
KB2,TOTALLY,116.07,1250.02,TOTALLY,1
KB2,TRAITOR,116.675,1200.74,TRAITOR,1
KB2,RESUME,116.66,1137.855,RESUME,1
KB2,VOID,116.735,842.8,VOID,1
KB2,UNEASY,116.905,1367.645,UNEASY,1
KB2,LEND,116.32,950.01,LEND,1
KB2,PEEP,117.435,1017.01,PEEP,1
KB2,FLAK,116.17,2467.445,FLEEK,0
KB2,SPUNK,116.51,1249.445,SPUNK,1
KB2,VODKA,116.75,967.025,VODKA,1
KB2,FOREST,116.265,1182.61,FOREST,1
KB2,FREAK,117.36,783.04,FREAK,1
KB2,SPUN,116.26,882.225,SPUN,1
KB2,STARK,117.195,1318.51,STARK,1
KB2,KEEP,117.315,1168.27,KEEP,1
KB2,PULL,115.9,1136.335,PULL,1
KB2,CORNER,115.405,1083.12,CORNER,1
KB2,CHEAT,116.465,1385.45,CHEAT,1
KB2,HOSTEL,116.565,6317.805,HOTEL,0
KB2,DAMAGE,116.595,1150.16,DAMAGE,1
KB2,MUZZLE,116.215,1590.015,MUZZLE,1
KB2,CHEER,116.2,949.45,CHEER,1
KB2,MIDLAND,117.535,2082.805,MIDLAND,1
KB2,CLAW,116.88,1218.28,CLAW,1
KB2,MEET,116.69,784.625,MEET,1
KB2,SHAVE,117.56,1034.065,SHAVES,1
KB2,FAUNA,115.91,916.77,FUN,0
JB3,TRAITOR,116.135,3966.8,TRAITOR,1
JB3,ERUPT,117.695,3432.265,ERUPT,1
JB3,LEND,115.365,2323.91,LENS,0
JB3,DAMAGE,115.975,3001.995,DAMAGE,1
JB3,WIND,116.06,2933.945,WIND,1
JB3,MEET,116.99,1533.775,MEET,1
JB3,CEASE,116.9,3850.41,CLASSES,0
JB3,PULL,116.54,3015.41,PULP,0
JB3,PEEP,116.76,3883.875,BEEP,0
JB3,PIAZZA,116.095,1449.265,PIZZA,0
JB3,SPAN,116.245,2969.81,SPANISH,1
JB3,SPUNK,117.105,1833.01,SPUNK,1
JB3,STARK,117.07,1951.115,STAR,1
JB3,SNAP,116.985,3251.435,STREAK,0
JB3,SHAVE,116.5,4449.785,HAVE,1
JB3,CHEAT,117.14,5666.875,CHEAT,1
JB3,KEEP,116.655,1516.575,KEEP,1
JB3,VODKA,115.945,3000.95,VODKA,1
JB3,MUZZLE,115.51,2283.415,MUZZLE,1
JB3,TOTALLY,115.655,8001.245,XXXXX,0
JB3,EFFIGY,116.56,2241.735,DEFY,0
JB3,LYNX,116.745,4798.84,LNYX,0
JB3,FREAK,116.68,6799.86,FREAK,1
JB3,UNEASY,116.425,2335.385,UNEASY,1
JB3,REACTOR,116.805,2500.625,TRAITOR,0
JB3,FOREST,117.045,4567.375,FORREST,0
JB3,CORNER,115.755,8003.765,CORJNER,0
JB3,TRIVIA,117.36,8000.3,TRIVIA,1
JB3,MORAL,117.025,2869.675,MORE,0
JB3,HOSTEL,115.74,8000.42,XXXXX,0
JB3,OPTION,116.495,8009.05,XXXXX,0
JB3,SUIT,117.01,3381.385,SUIT,1
JB3,MIDLAND,116.755,3149.87,SUIT,0
JB3,CLAW,115.13,5457.605,CLAW,1
JB3,FAUNA,116.99,5615.61,R,0
JB3,RESUME,117.035,2050.185,CONSUMER,0
JB3,VOID,125.46,1015.68,VOID,1
JB3,FLAK,113.42,1681.735,FLAKE,1
JB3,SPUN,117.015,3466.805,SPUN,1
JB3,CHEER,116.27,4300.225,CHRFF,0
TD,TRIVIA,115.215,1581.395,TRVIA,0
TD,MUZZLE,116.07,2614.77,TRVIA,0
TD,MORAL,116.81,1266.53,MORAL,1
TD,SPAN,116.78,1047.62,SPAN,1
TD,CLAW,116.225,1432.155,CLAW,1
TD,HOSTEL,116.315,1415.18,HOSTEL,1
TD,TOTALLY,115.265,1398.57,TOTALLY,1
TD,CHEAT,115.415,1132.1,CHEAT,1
TD,EFFIGY,117.205,1598.84,EFIGY,0
TD,SNAP,116.87,982.495,SNAP,1
TD,REACTOR,117.485,1298.35,EFFECT,0
TD,CEASE,115.635,904.335,CASE,0
TD,LEND,116.225,1032.61,LEND,1
TD,CHEER,116.67,1081.825,CHEER,1
TD,ERUPT,116.72,1183.4,ERUPT,1
TD,DAMAGE,116.615,1614.445,DAMAGE,1
TD,FOREST,115.845,1197.875,FOREST,1
TD,MEET,115.99,1210.955,MEET,1
TD,LYNX,117.315,1383.455,LYNX,1
TD,SPUNK,117.345,1391.02,SPUNK,1
TD,PULL,117.27,1548.46,PULL,1
TD,FAUNA,116.555,1251.94,FAUNA,1
TD,MIDLAND,116.625,1487.26,MIDLAND,1
TD,KEEP,116.66,947.785,KEEP,1
TD,WIND,116.77,933.37,WIND,1
TD,RESUME,116.17,1348.48,RESUME,1
TD,STARK,117.15,1414.145,STARK,1
TD,PEEP,116.81,965.555,PEEP,1
TD,TRAITOR,116.87,1449.33,TRAITOR,1
TD,UNEASY,116.205,1551.585,UNEASY,1
TD,OPTION,116.165,1403.115,OPTION,1
TD,VOID,117.325,1281.84,VOID,1
TD,FREAK,117.45,1698.305,FREAK,1
TD,PIAZZA,117.38,1832.615,PIZZA,0
TD,VODKA,115.13,1247.26,VODKA,1
TD,FLAK,118.455,1415.53,FLAK,1
TD,SUIT,130.025,1049.2,SUIT,1
TD,SHAVE,115.995,1182.165,SHAVE,1
TD,CORNER,117.065,1249.76,CORNER,1
TD,SPUN,115.475,1065.66,SPUN,1
GJ,STARK,117.405,2084.645,SHARK,0
GJ,FAUNA,116.69,1735.54,XXXXX,0
GJ,EFFIGY,116.83,2125.795,FIRE,0
GJ,FLAK,116.485,1385.595,FLAKE,1
GJ,REACTOR,116.73,1290.375,XXXXX,0
GJ,SPUN,116.735,2041.445,SUN,0
GJ,VOID,116.71,2778.005,VOID,1
GJ,WIND,117.325,1199.615,WIND,1
GJ,UNEASY,118.61,1493.035,EASY,1
GJ,PULL,116.38,1285.195,XXXXX,0
GJ,HOSTEL,116.505,1468.925,HOTEL,0
GJ,MEET,116.815,1362.205,MEET,1
GJ,MORAL,115.945,1334.78,CORAL,0
GJ,CORNER,126.12,757.38,XXXXX,0
GJ,SPAN,117.66,1858.415,SPAN,1
GJ,CLAW,116.395,1217.88,CLAM,0
GJ,MIDLAND,116.79,1529.545,MIDLAND,1
GJ,SNAP,116.525,1926.16,SNAP,1
GJ,CEASE,116.66,1168.2,CEASE,1
GJ,SPUNK,116.65,572.775,XXXXX,0
GJ,CHEER,117.31,1820.92,CHEER,1
GJ,DAMAGE,116.19,2700.73,DAMAGE,1
GJ,SHAVE,117.22,1604.665,SHAVE,1
GJ,TRAITOR,117.04,3139.625,TRAITOR,1
GJ,OPTION,116.045,1727.645,OPTION,1
GJ,PIAZZA,116.775,545.62,XXXXX,0
GJ,CHEAT,116.58,2584.125,CHEAT,1
GJ,FREAK,117.78,1750.455,FREAK,1
GJ,LEND,117.77,1227.325,LAND,0
GJ,PEEP,117.54,1384.35,PEEP,1
GJ,FOREST,117.08,2901.99,FOREST,1
GJ,TOTALLY,116.225,1836.12,TOTALLY,1
GJ,RESUME,116.585,2935.31,PRESUME,1
GJ,ERUPT,115.935,388.03,XXXXX,0
GJ,LYNX,116.615,1251.255,XXXXX,0
GJ,VODKA,116.45,1996.605,AVOID,0
GJ,SUIT,116.97,1632.1,SUITT,1
GJ,KEEP,116.085,1317.48,XXXXX,0
GJ,TRIVIA,116.545,972.4,TRIVIA,1
GJ,MUZZLE,116.825,2791.905,MUZZLE,1
NS,PULL,116.16,2044.12,PULL,1
NS,STARK,116.475,2336.25,SHARK,0
NS,FLAK,116.53,849.065,XXXXX,0
NS,SHAVE,116.515,1170.225,SHAVES,1
NS,PEEP,116.555,953.435,PEEP,1
NS,WIND,116.395,831.78,WIND,1
NS,OPTION,116.5,1448.45,POTION,0
NS,MORAL,116.48,1082.27,MORAL,1
NS,SNAP,116.535,899.01,SNPA,0
NS,HOSTEL,116.795,898.905,HOTE,0
NS,EFFIGY,116.485,2814.235,ENERGY,0
NS,CORNER,116.46,1398.63,CORNER,1
NS,SPAN,116.625,1054.905,SPAN,1
NS,VODKA,116.52,998.365,VODKA,1
NS,KEEP,116.665,908.25,KEEP,1
NS,DAMAGE,116.27,3164.09,DAMAGE,1
NS,REACTOR,116.435,2045.765,REACTOR,1
NS,MIDLAND,116.695,1082.155,MIDDLE,0
NS,FOREST,116.945,1148.595,FOREST,1
NS,TOTALLY,116.59,1681.59,TOTALLY,1
NS,MUZZLE,116.46,1131.93,MUZZLE,1
NS,TRAITOR,116.49,1831.375,TRAITOR,1
NS,LEND,116.595,870.25,END,1
NS,ERUPT,116.355,1344.29,LEGEND,0
NS,UNEASY,116,1670.98,UNEASY,1
NS,CEASE,116.585,1153.485,UNCLE,0
NS,PIAZZA,116.18,1298.495,PIZZA,0
NS,RESUME,126.01,1716.46,RESUME,1
NS,LYNX,116.775,1520.865,LYNX,1
NS,FAUNA,121.705,1336.505,FAUNA,1
NS,FREAK,122.45,1415.005,BREAK,0
NS,TRIVIA,116.5,1455.99,TRIVIA,1
NS,SPUNK,116.365,1721.095,SPUNK,1
NS,CHEER,116.675,1515.8,CHEER,1
NS,CHEAT,116.675,1348.505,CHEAT,1
NS,SPUN,116.67,1448.69,SPUNK,1
NS,MEET,116.6,998.705,MEET,1
NS,VOID,116.72,1536.485,VOID,1
NS,CLAW,116.4,1631.295,CLAW,1
NS,SUIT,116.695,1215.285,SUIT,1
KT,PEEP,117.005,1577.32,PEPPER,0
KT,SPAN,117.635,2700.595,XXXXX,0
KT,FREAK,115.765,2033.5,XXXXX,0
KT,MEET,116.32,1250.56,XXXXX,0
KT,UNEASY,115.58,922.04,XXXXX,0
KT,REACTOR,117.66,2149.49,REACT,1
KT,PIAZZA,117.54,1999.49,PIZZA,0
KT,SNAP,115.89,2136.825,SNAP,1
KT,RESUME,116.935,1984.035,RESUME,1
KT,LEND,117.01,995.575,END,1
KT,SHAVE,117.825,1400.235,SAVE,0
KT,FLAK,115.96,1351.13,XXXXX,0
KT,SPUN,117.685,1439.09,SPUN,1
KT,CHEER,116.955,1625.21,CHEERS,1
KT,ERUPT,113.305,2833.535,ERUPT,1
KT,CLAW,115.885,1334.815,CLAW,1
KT,VODKA,116.125,2595.435,VODKA,1
KT,STARK,117.1,2001.18,STARK,1
KT,MUZZLE,116.835,2167.305,MUZZLE,1
KT,MORAL,116.8,1483.1,MORAL,1
KT,MIDLAND,116.565,4969.135,MIDDLE,0
KT,TRAITOR,116,3402.39,STEEPLE,0
KT,TOTALLY,116.215,3234.31,TOTALLY,1
KT,PULL,116.57,2883.365,SPUR,0
KT,OPTION,116.51,2550.74,OPINION,0
KT,HOSTEL,116.075,2585.905,HOST,1
KT,FAUNA,116.1,1649.145,FAUNA,1
KT,EFFIGY,116.105,1516.96,FIGGY,0
KT,CHEAT,117.08,1350.725,CHEAT,1
KT,SUIT,116.18,1740.665,SUIT,1
KT,VOID,115.83,1468.425,VOID,1
KT,CORNER,115.28,2035.74,CORNER,1
KT,DAMAGE,116.465,1617.475,DAMAGE,1
KT,WIND,118.115,1476.085,WINDOW,1
KT,LYNX,126.635,544.04,XXXXX,0
KT,CEASE,117.14,2236.36,CHASE,0
KT,TRIVIA,116.28,1583.275,RIVER,0
KT,FOREST,116.755,1619.62,FOREST,1
KT,SPUNK,116.045,1900.99,SPUNK,1
KT,KEEP,116.435,1501.68,WEEP,0
CW,CHEER,116.62,1367.5,CHEER,1
CW,DAMAGE,116.915,2215.82,DAMAGE,1
CW,SHAVE,117.15,1548.095,XXXXX,0
CW,STARK,115.89,1650.935,STARS,0
CW,EFFIGY,116.58,3200.82,EFFIGY,1
CW,TOTALLY,116.525,4032.575,TOTALLY,1
CW,HOSTEL,115.825,1599.07,HOTEL,0
CW,MORAL,116.265,1616.38,MORALS,1
CW,PULL,117.28,1166.51,PULL,1
CW,TRIVIA,118.235,1933.065,TRIVIA,1
CW,SPUNK,116.655,1849.2,PUNK,1
CW,KEEP,116.725,1159.17,KEEP,1
CW,MEET,116.585,217.39,XXXXX,0
CW,FREAK,116.545,1365.73,FREAK,1
CW,WIND,115.87,1217.47,WIND,1
CW,LYNX,116.675,1982.765,LYNX,1
CW,SUIT,116.3,138.525,XXXXX,0
CW,LEND,117.29,1975.515,FIND,0
CW,MIDLAND,116.85,1766.885,INLAND,0
CW,VOID,117.605,1716.72,VOID,1
CW,SPAN,116.005,1266.115,SPAN,1
CW,MUZZLE,116.925,2549.62,MUZZLE,1
CW,CORNER,114.265,2999.53,CORNER,1
CW,TRAITOR,116.485,8000.945,XXXXX,0
CW,RESUME,116.44,1766.395,RESUME,1
CW,CLAW,117.185,8001.26,XXXXX,0
CW,SNAP,116.2,1732.165,SNAP,1
CW,CHEAT,126.61,33.315,XXXXX,0
CW,ERUPT,116.945,5866.74,ERUPT,1
CW,FLAK,116.43,4149.18,FLANK,0
CW,FAUNA,115.44,316.525,XXXXX,0
CW,VODKA,116.995,1650.06,VODKA,1
CW,PIAZZA,116.32,1620.725,PLAZA,0
CW,CEASE,116.82,2098.94,CEASE,1
CW,SPUN,117.525,1368.22,SPUN,1
CW,PEEP,115.975,1034.335,PEEP,1
CW,UNEASY,117.1,1675.23,UNEASY,1
CW,FOREST,116.265,1053.78,XXXXX,0
CW,OPTION,116.33,1516.265,XXXXX,0
CW,REACTOR,116.41,916.16,XXXXX,0
SZ,FREAK,116.355,1349.415,FREAK,1
SZ,STARK,116.88,2233.78,STARK,1
SZ,SPAN,117.07,1399.565,SPAN,1
SZ,MUZZLE,116.365,1933.39,MUZZLE,1
SZ,REACTOR,116.72,2216.565,REACTOR,1
SZ,TRIVIA,116.235,2124.24,TRIVIA,1
SZ,VOID,115.85,1433.725,VOID,1
SZ,CLAW,116.575,1332.46,CLAW,1
SZ,CORNER,116.785,2215.965,CORNER,1
SZ,PEEP,117.19,2368.255,PEEP,1
SZ,RESUME,116.78,1670.57,RESUME,1
SZ,SNAP,116.765,1999.69,SNAP,1
SZ,FOREST,116.575,1850.08,FOREST,1
SZ,TRAITOR,116.515,3333.36,TRAITOR,1
SZ,VODKA,118.03,1866.63,VODKA,1
SZ,EFFIGY,116.485,1949.48,EFFIGY,1
SZ,SUIT,117.325,1300.415,SUIT,1
SZ,SPUN,116.27,1833.72,SPUN,1
SZ,CHEER,116.245,1482.4,CHEER,1
SZ,KEEP,116.535,1432.515,KEEP,1
SZ,UNEASY,116.74,2199.8,UNEASY,1
SZ,FLAK,117.005,2083.705,FLAKE,1
SZ,ERUPT,116.715,1633.745,ERUPT,1
SZ,PIAZZA,116.665,2499.365,PIZZA,0
SZ,OPTION,116.505,1984.05,OPTION,1
SZ,LYNX,116.255,1551.005,LYNX,1
SZ,LEND,116.85,1417.12,LEND,1
SZ,MORAL,115.27,1699.865,MORAL,1
SZ,MEET,116.575,1565.75,MEET,1
SZ,TOTALLY,116.77,3133.905,TOTALLY,1
SZ,PULL,116.63,1799.39,PULL,1
SZ,SHAVE,116.67,1349.8,SHAVE,1
SZ,WIND,116.705,1750.2,WIND,1
SZ,CEASE,116.755,1399.08,CREASE,0
SZ,FAUNA,116.555,1600.41,FAUNA,1
SZ,MIDLAND,116.945,932.98,XXXXX,0
SZ,HOSTEL,116.545,1249.155,HOTEL,0
SZ,SPUNK,116.585,1232.825,SPUNK,1
SZ,CHEAT,116.65,1017.78,CHEAT,1
SZ,DAMAGE,116.79,2067.2,DAMAGE,1
DC2,UNEASY,120.085,1764.94,UNEASY,1
DC2,CHEAT,117.055,1549.825,XXXXX,0
DC2,FOREST,125.48,1555.25,FOREST,1
DC2,FREAK,119.085,1519.795,FREAK,1
DC2,PEEP,116.26,420.82,XXXXX,0
DC2,WIND,118.53,835.205,WIND,1
DC2,DAMAGE,116.455,1391.51,DAMAGE,1
DC2,CEASE,116.625,233.95,XXXXX,0
DC2,SHAVE,116.235,3454.495,SHOVE,0
DC2,MIDLAND,121.4,2071.375,MIDLAND,1
DC2,OPTION,116.635,2017.185,OPTION,1
DC2,TRIVIA,116.155,1054.74,TRIVIA,1
DC2,ERUPT,116.475,216.095,XXXXX,0
DC2,SUIT,116.41,819.07,SUI,1
DC2,SNAP,117.115,799.65,NAP,1
DC2,KEEP,116.655,916.925,KEEP,1
DC2,FAUNA,114.065,294.505,XXXXX,0
DC2,MEET,116.57,2682.55,MEET,1
DC2,TOTALLY,116.75,1565.615,TOTALLY,1
DC2,CLAW,116.41,368.99,XXXXX,0
DC2,CHEER,116.68,1118.58,CHEESE,0
DC2,PIAZZA,116.425,1318.875,PIZZA,0
DC2,HOSTEL,116.635,1786.09,HOTEL,0
DC2,VODKA,116.87,1216.42,VODKA,1
DC2,MUZZLE,117.955,314.18,XXXXX,0
DC2,SPUNK,115.735,968.18,PUNK,1
DC2,SPAN,117.975,1317.95,SPAIN,0
DC2,LEND,119.025,184.975,XXXXX,0
DC2,RESUME,116.785,304.755,XXXXX,0
DC2,LYNX,118.99,907.84,LYNX,1
DC2,SPUN,116.65,1217.7,SPUN,1
DC2,EFFIGY,128.295,1502.85,EFFIGY,1
DC2,STARK,116.255,933.51,STAR,1
DC2,CORNER,116.665,1134.52,CORNER,1
DC2,MORAL,116.615,319.085,XXXXX,0
DC2,PULL,116.775,1217.425,PULL,1
DC2,FLAK,117.01,786.31,FLAKE,1
DC2,VOID,113.195,1886.14,AVOID,1
DC2,TRAITOR,116.845,1233.96,TRAIL,0
DC2,REACTOR,116.69,186.355,XXXXX,0
KY,MIDLAND,96.7649999,1949.595,MIDLAND,1
KY,FOREST,116.49,1258.03,XXXXX,0
KY,PIAZZA,116.85,1110.425,PIZZA,0
KY,CHEAT,116.715,778.635,CHEAT,1
KY,LYNX,116.93,386.6,XXXXX,0
KY,PEEP,116.72,1008.77,PEEP,1
KY,EFFIGY,116.49,677.005,XXXXX,0
KY,SPUN,123.9,975.4,SPUN,1
KY,HOSTEL,116.94,1560.23,SPRINT,0
KY,FAUNA,116.56,842.725,FRAUD,0
KY,SUIT,116.795,812.53,SUIT,1
KY,SHAVE,116.77,1083.37,SHAVE,1
KY,CHEER,116.815,1209.665,CHEER,1
KY,FREAK,116.78,958.66,FREAK,1
KY,SNAP,116.72,2558.015,SNEAK,0
KY,UNEASY,116.675,992.27,MESSY,0
KY,MORAL,116.175,892.24,MORAL,1
KY,STARK,116.885,1009.685,STEAK,0
KY,KEEP,116.36,2238.645,STEEP,0
KY,PULL,116.595,966.225,PULL,1
KY,TRIVIA,116.535,2466.54,RIVOT,0
KY,WIND,124.29,976.205,WINTER,0
KY,SPAN,116.675,1149.74,SPRING,0
KY,OPTION,116.7,1041.375,COTTON,0
KY,CEASE,146.615,992.27,CEASE,1
KY,TOTALLY,116.79,1042.5,TOTAL,1
KY,CLAW,116.66,759.965,CLAW,1
