participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1
CT,COLLEGE,5366.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,LIST,4184.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,POINT,4467.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,SHIP,4767.66,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
CT,LAB,4783.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,BAT,2198.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,LAP,1699.915,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CAT,6683.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,HUNT,3398.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,FISH,1932,Studied,42,4,NA,27,Unrelated,WOOD,NA,BAIT
CT,GATHER,1765.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,LONG,3733.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,SHORT,2782.87,Studied,35,3,NA,NA,NA,NA,NA,TALL
CT,TALL,1782.585,NA,NA,NA,Related,NA,NA,NA,NA,NA
CT,LIP,4332.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,NOTE,5850.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,GIRTH,4450.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,PASS,4383.085,NA,NA,NA,NA,19,Unrelated,MOVE,NA,NA
CT,SHOOT,2932.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,SCORE,1748.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,LAPS,5651.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,DOG,982.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,RUN,1150.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,TRACK,1349.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,GYM,900.96,NA,NA,NA,NA,34,Unrelated,SHERIFF,NA,NA
CT,HIGH,4168.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,LOW,1465.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,MONEY,3517.37,Studied,18,4,Identical,21,Identical,MONEY,NA,NA
CT,GLASS,1231.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,FRAME,3351.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,BOARD,1249.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,TABLE,6717.33,NA,NA,NA,Related,30,Related,TABLE,CHAIR,NA
CT,COUNTER,2315.995,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CALENDAR,6083.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,ASPECT,2833.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,MOVIE,2449.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,THEATER,2082.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,PHONE,2431.83,Studied,24,3,NA,NA,NA,NA,NA,NA
CT,POUNCE,6549.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,FISH,1714.83,Studied,42,4,NA,27,Unrelated,WOOD,NA,BAIT
CT,FRY,1767.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,TENNIS,3300.46,Studied,5,2,NA,NA,NA,NA,NA,NA
CT,GOLF,933,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,HURT,1999.835,NA,NA,NA,Related,NA,NA,NA,NA,NA
CT,PAIN,950.25,Studied,29,2,NA,NA,NA,NA,NA,HURT
CT,INJURY,1218.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CABLE,4066.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,ANT,5249.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,FRESH,4466.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,POOL,1964.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,WATER,1065.415,NA,NA,NA,NA,39,Unrelated,SURE,NA,NA
CT,PORCH,4016.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CHOP,1298.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,COOK,2167.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,PART,5500.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,WHOLE,2332.375,Studied,16,3,NA,NA,NA,NA,NA,NA
CT,BODY,1098.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,FOOT,1765.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,HAND,1416.375,NA,NA,NA,Related,NA,NA,NA,NA,NA
CT,GLOVE,1982.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CAR,1283.5,NA,NA,NA,NA,18,Unrelated,FAKE,NA,NA
CT,ROOF,882.29,NA,NA,NA,Unrelated,11,Unrelated,ROOF,NA,NA
CT,HOUSE,1415.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CEILING,1584,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,RUG,2915.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,FIRE,1031.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,AIR,848.915,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,EARTH,1549.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CHIMNEY,1731.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,SANTA,1815.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,LIGHT,4617.79,NA,NA,NA,NA,8,Related,TENT,CAMP,NA
CT,SOIL,2882.955,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,DIRT,1349.245,Studied,41,1,Identical,29,Identical,DIRT,NA,NA
CT,CLIFF,1249.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,BURN,967.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,STOVE,2000.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CAMP,2350.205,Studied,40,1,NA,NA,NA,NA,NA,TENT
CT,FURNACE,5151.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,HELL,2299.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,ICE,2949.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,OCEAN,1765.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,FOREST,1415.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,RAIN,1831.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,LAKE,1650.25,Studied,39,1,NA,NA,NA,NA,NA,NA
CT,RIVER,4700.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,GLACIER,5133.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,ICICLE,3750.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,TART,2934.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,CAKE,1049.625,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,PIE,883.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
CT,DESERT,2567.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM4,FENCE,1815.685,Studied,2,2,Identical,7,Identical,FENCE,NA,NA
AM4,LESS,2117,Studied,8,1,NA,6,Unrelated,LOSE,NA,NA
AM4,MOST,1433.995,Studied,42,1,NA,1,firstword,firstword,NA,NA
AM4,KISS,1765.89,Studied,8,4,NA,9,Unrelated,SLEEP,NA,NA
AM4,CO,8001.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM4,COIN,1249.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM4,MINUS,4634.365,Studied,17,2,Identical,39,Identical,PEPPER,NA,NA
AM4,WIFE,2130.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM4,SUPPER,7450.675,Studied,19,1,NA,27,Related,DINNER,SUPPER,DINNER
AM4,MONEY,6667.79,Studied,12,3,NA,NA,NA,NA,NA,CASH
AM4,FUNERAL,2282.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM4,SEEK,7350.065,Studied,34,1,NA,25,Unrelated,FIND,NA,HIDE
AM4,LEAVES,3381.315,Studied,22,2,NA,17,Unrelated,PLANE,NA,NA
AM4,TOAST,1269.775,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM4,WEDDING,6568.315,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM4,BOOK,6350.515,NA,NA,NA,Related,NA,NA,NA,NA,NA
AM4,MISS,1749.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
KB2,PICKLE,3553.235,Studied,7,2,NA,22,Related,DILL,PICKLE,DILL
KB2,GHOST,5801.235,Studied,1,3,NA,1,firstword,firstword,NA,NA
KB2,BELOW,1565.535,Studied,2,3,NA,2,Related,HIGHWAY,ROAD,NA
KB2,BLACK,1199.73,Studied,3,3,NA,3,Unrelated,BANK,NA,NA
KB2,SWAMP,1149.785,Studied,4,3,NA,4,Unrelated,CAKE,NA,NA
KB2,THIEF,8001.545,Studied,8,3,NA,5,Related,LOOSE,TIGHT,NA
KB2,GEEK,8001.46,Studied,17,3,Identical,NA,NA,NA,NA,NA
KB2,ORANGE,7619.91,Studied,36,2,NA,9,Unrelated,GUILT,NA,NA
KB2,JUMP,1217.205,Studied,20,3,Identical,NA,NA,NA,NA,NA
KB2,CAMP,917.66,Studied,18,3,Identical,19,Unrelated,SILK,NA,NA
KB2,GRASS,3334.66,Studied,1,1,NA,5,Unrelated,STAMP,NA,NA
KB2,FINGER,1599.11,Studied,2,1,NA,6,Unrelated,SLIDE,NA,NA
KB2,TIGER,1000.31,Studied,6,1,NA,8,Identical,GIRLS,NA,NA
KB2,THROW,2884.725,Studied,33,1,NA,9,Related,HOUR,MINUTE,NA
KB2,THREAD,1053.615,Studied,9,4,Identical,NA,NA,NA,NA,NA
KB2,STARS,6735.55,Studied,28,3,Identical,7,Identical,STARS,NA,NA
KB2,ARGUE,2032.455,Studied,1,4,NA,6,Identical,LOOK,NA,NA
KB2,GIRLS,6900.535,Studied,31,1,Identical,12,Identical,WHOLE,NA,NA
KB2,SUNRIS,8002.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
KB2,EARLY,6637.125,Studied,35,1,Identical,38,Identical,EARLY,NA,NA
KB2,SET,752.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
KB2,CATCH,5151.265,NA,NA,NA,NA,NA,NA,NA,NA,NA
KB2,HORSE,6433.775,Studied,15,1,Identical,33,Identical,HORSE,NA,NA
KB2,LA,8001.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
KB2,LAWYER,1951,Studied,17,2,NA,16,Identical,SELLER,NA,NA
KB2,BRIDE,1216.2,Studied,9,3,NA,"6,35",Unrelated,FRONT,NA,NA
KB2,TOE,3866.855,NA,NA,NA,NA,NA,NA,NA,NA,NA
KB2,TENNIS,4834.135,Studied,34,4,Identical,10,Identical,PAIN,NA,NA
KB2,TOUR,4701.99,Studied,33,4,NA,12,Unrelated,STRANGE,NA,GUIDE
KB2,BAR,7984.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
KB2,D,7999.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
KB2,MONEY,1949.855,Studied,9,2,NA,8,Unrelated,TOOTH,NA,NA
KB2,FLOWER,5367.17,Studied,31,2,Identical,32,Related,SCALE,WEIGHT,NA
KB2,EGG,2775.6,NA,NA,NA,NA,31,Identical,CHAIR,NA,NA
KB2,FROG,6100.455,Studied,11,3,NA,11,Identical,HOOP,NA,NA
KB2,WORLD,4467.425,Studied,12,3,NA,12,Related,CIGAR,SMOKE,NA
KB2,STREET,3599.655,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
KB2,DINNER,3817.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3,LARH,8001.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3,LARGE,2016.905,Studied,9,1,NA,NA,NA,NA,NA,MEDIUM
JB3,SMALL,1600.93,Studied,14,1,NA,"13,29",Unrelated,DEAF,NA,SHRINK
JB3,LETTUCE,6567.01,Studied,29,2,NA,27,Identical,LOSE,NA,NA
JB3,DESSERT,1917.22,NA,NA,NA,NA,26,Identical,DESERT,NA,NA
JB3,WEIRD,1500.635,NA,NA,NA,NA,4,Identical,SMELL,NA,NA
JB3,LAUGH,1317.7,Studied,4,2,NA,"6,21",Related,DISCUSS,TALK,GIGGLE
JB3,HAPPY,2401.445,Studied,2,2,NA,8,Identical,DRESS,NA,NA
JB3,NONE,1115.89,Studied,1,2,NA,7,Identical,HAIR,NA,NA
JB3,CAT,6218.695,NA,NA,NA,NA,20,Related,PERMIT,ALLOW,NA
JB3,WATER,5016.98,Studied,11,1,NA,8,Identical,LETTER,NA,NA
JB3,EXTENT,6065.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3,MEDIUM,4902.315,NA,NA,NA,Related,NA,NA,NA,NA,NA
JB3,LOVE,7798.84,Studied,39,2,NA,2,Related,ACORN,TREE,NA
JB3,TRY,1383.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3,EXPOSE,3215.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3,LETTER,5432.415,Studied,38,1,Identical,23,Related,DOZE,SLEEP,NA
JB3,GHOST,5551.78,NA,NA,NA,Unrelated,17,Unrelated,GHOST,NA,NA
JB3,HOUSE,3017.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3,M,7285.025,NA,NA,NA,NA,NA,NA,NA,NA,NA
JB3,M,2606.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
TD,SHERIFF,1913.73,Studied,1,1,NA,1,firstword,firstword,NA,NA
TD,CAKE,5213.54,Studied,26,3,Identical,NA,NA,NA,NA,NA
TD,TREE,3131.385,Studied,1,4,NA,1,firstword,firstword,NA,NA
TD,GUILT,3013.26,Studied,38,2,NA,14,Identical,GRAND,NA,NA
TD,NIGHTS,4014.47,Studied,22,2,Identical,NA,NA,NA,NA,NA
TD,COPY,4063.615,Studied,2,3,NA,2,Related,BLAZE,FIRE,NA
TD,PROBLEM,4518.34,Studied,42,4,NA,19,Unrelated,VERB,NA,DILEMMA
TD,PACKAGE,3899.55,Studied,34,1,NA,NA,NA,NA,NA,PARCEL
TD,TACK,3114.545,NA,NA,NA,NA,NA,NA,NA,NA,NA
TD,KNIT,2547.94,Studied,42,2,NA,18,Related,PATIENT,DOCTOR,NA
TD,PAPER,2230.235,Studied,3,3,NA,3,Identical,CASTLE,NA,NA
TD,HEAR,4594.335,Studied,40,4,NA,17,Unrelated,LOOK,NA,NA
TD,GRAVE,2380.795,Studied,36,2,Identical,NA,NA,NA,NA,NA
TD,DRESS,5629.78,Studied,17,4,NA,9,Identical,STRANGE,NA,NA
TD,CLEAR,4429.585,Studied,33,4,Identical,NA,NA,NA,NA,NA
TD,PLANE,5927.72,NA,NA,NA,NA,20,Unrelated,DOLLAR,NA,NA
TD,DEATH,4396.055,Studied,19,1,NA,8,Related,PARCEL,PACKAGE,NA
TD,WRITE,3813.465,Studied,16,2,Identical,NA,NA,NA,NA,NA
TD,CLASS,2164.835,Studied,17,2,Identical,23,Unrelated,SHEETS,NA,NA
TD,LAUGH,6244.805,Studied,4,4,Identical,29,Identical,LAUGH,NA,NA
TD,SLEEP,3813.545,Studied,39,3,NA,16,Related,TELLER,BANK,NA
TD,JACKET,3396.895,Studied,27,4,NA,20,Related,MAIN,STREET,NA
TD,POTATO,3613.645,Studied,22,1,NA,NA,NA,NA,NA,GRAVY
TD,SWORD,4279.81,Studied,21,4,NA,10,Related,ADORE,LOVE,NA
TD,ENGLISH,5345.55,Studied,33,3,NA,22,Unrelated,GEEK,NA,NA
TD,NINE,4546.19,Studied,35,3,NA,8,Unrelated,FIVE,NA,NA
TD,SILVER,5029.065,Studied,36,1,Identical,NA,NA,NA,NA,NA
TD,HATE,4363.015,Studied,2,1,NA,2,Related,DEEP,SHALLOW,NA
TD,TOOL,1115.805,Studied,23,1,NA,NA,NA,NA,NA,PLIERS
TD,CELL,1748.03,Studied,24,2,NA,4,Identical,WRITE,NA,NA
TD,LETTUCE,2348.075,Studied,6,4,NA,34,Related,DELIGHT,HAPPY,NA
TD,CHEESE,2264.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
TD,MAYBE,4296.99,Studied,39,4,Identical,NA,NA,NA,NA,NA
TD,YEAR,1515.27,Studied,38,4,NA,23,Related,GATHER,COLLECT,NA
TD,ANNOY,1131.79,Studied,13,1,NA,NA,NA,NA,NA,BOTHER
TD,WRONG,4412.94,Studied,6,1,NA,5,Related,GRAVY,POTATO,NA
TD,EXCUSE,2514.195,Studied,9,1,NA,"10,7",Related,BOTHER,ANNOY,NA
TD,SILK,4695.82,Studied,19,3,Identical,14,Identical,MAD,NA,NA
TD,CHILD,4802.095,Studied,32,1,Identical,NA,NA,NA,NA,NA
TD,SPOT,2647.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
TD,DESERT,4279.865,Studied,28,4,NA,21,Unrelated,BRANCH,NA,NA
GJ,JAIL,1801.445,Studied,25,3,NA,9,Related,WIDTH,LENGTH,INMATE
GJ,GHOST,6751.525,Studied,9,4,NA,21,Identical,SMILE,NA,NA
GJ,N,7998.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,DEVIL,3336.35,Studied,7,4,NA,34,Unrelated,FIRE,NA,NA
GJ,DEAF,6683,Studied,41,4,NA,1,firstword,firstword,NA,NA
GJ,EGG,8000.21,NA,NA,NA,NA,11,Identical,GUITAR,NA,NA
GJ,PICKLE,7990.875,Studied,18,3,NA,12,Related,BROOK,STREAM,NA
GJ,FOOD,8000.16,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
GJ,LEMON,8001.01,Studied,18,2,Identical,23,Related,SEED,PLANT,NA
GJ,DOLLAR,3901.27,Studied,38,2,Identical,37,Identical,DOLLAR,NA,NA
GJ,MONEY,2516.78,Studied,5,3,NA,15,Unrelated,CLIMB,NA,NA
GJ,ROCKS,7833.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,WHEAT,2967.38,Studied,40,4,Identical,6,Identical,WHEAT,NA,NA
GJ,FISH,7826.865,Studied,1,3,NA,14,Identical,SHEETS,NA,NA
GJ,JAIL,5683.64,Studied,25,3,NA,9,Related,WIDTH,LENGTH,INMATE
GJ,LAWYER,3500.41,Studied,26,3,Identical,8,Related,INMATE,JAIL,NA
GJ,OFFICE,6350.005,Studied,31,2,NA,12,Related,PINT,QUART,NA
GJ,QUEEN,5318.57,Studied,4,2,NA,10,Identical,GIRLS,NA,NA
GJ,GUITAR,3700.585,Studied,36,3,Identical,21,Unrelated,SELF,NA,NA
GJ,YELLOW,3450.56,Studied,37,3,NA,6,Unrelated,TOUCH,NA,NA
GJ,ORANGE,1667.16,Studied,42,3,NA,1,firstword,firstword,NA,NA
GJ,PURPLE,1286.065,Studied,18,1,NA,14,Unrelated,FIND,NA,NA
GJ,DARK,3918.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,DUSK,2216.43,Studied,26,4,NA,4,Related,WHITE,BLACK,NA
GJ,STAR,3733.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,SHOE,1284.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,DEVIL,5067.7,Studied,7,4,NA,34,Unrelated,FIRE,NA,NA
GJ,FROG,7999.945,Studied,6,4,Identical,NA,NA,NA,NA,NA
GJ,LIZARD,3235.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,SUN,2182.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,BEACH,5100.81,Studied,9,3,NA,NA,NA,NA,NA,SAND
GJ,SWAMP,4767.485,Studied,17,4,NA,NA,NA,NA,NA,MARSH
GJ,LAKE,1916.09,Studied,19,4,Identical,NA,NA,NA,NA,NA
GJ,OCEAN,3449.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,PEPPER,4632.28,Studied,13,2,NA,16,Identical,LEMON,NA,NA
GJ,SMOKE,8000.155,Studied,18,4,NA,35,Related,CIGAR,SMOKE,CIGAR
GJ,FIRE,2884.84,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
GJ,PLANT,1900.13,Studied,10,2,NA,NA,NA,NA,NA,SEED
GJ,GRASS,2233.72,Studied,1,2,NA,1,firstword,firstword,NA,NA
GJ,TREE,1367.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,LAND,1150.48,Studied,20,4,NA,16,Related,GARBAGE,TRASH,NA
GJ,ROAD,2332.985,Studied,21,4,Identical,NA,NA,NA,NA,NA
GJ,STREET,2800.495,NA,NA,NA,NA,"15,29",Unrelated,UNCLEAR,NA,NA
GJ,ANIMALS,5900.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,NORTH,3931.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,EAST,1967.64,NA,NA,NA,Related,NA,NA,NA,NA,NA
GJ,SOUTTH,1296.655,NA,NA,NA,NA,NA,NA,NA,NA,NA
GJ,WEST,1417.555,Studied,23,3,NA,29,Identical,WEIGHT,NA,EAST
GJ,SHARK,1365.445,Studied,34,2,Identical,NA,NA,NA,NA,NA
GJ,TIGER,7317,Studied,41,2,Identical,13,Unrelated,STRIPE,NA,NA
GJ,PHONE,1483.215,Studied,24,2,NA,26,Identical,THROW,NA,NA
NS,BIRD,6578.34,Studied,1,1,NA,2,Related,BUYER,SELLER,NA
NS,CHEESE,1814.775,Studied,5,1,NA,1,firstword,firstword,NA,NA
NS,NEPHEW,1398.83,Studied,4,1,NA,5,Unrelated,CELL,NA,NA
NS,FIRE,898.82,NA,NA,NA,NA,9,Identical,SHEETS,NA,NA
NS,BELOW,3968.64,Studied,1,2,NA,1,firstword,firstword,NA,NA
NS,BEACH,7010.55,Studied,2,1,NA,10,Identical,FISH,NA,NA
NS,SAND,815.6,NA,NA,NA,NA,11,Unrelated,WOOD,NA,NA
NS,STOP,1531.035,Studied,19,1,Identical,8,Unrelated,LIGHT,NA,NA
KT,THIEF,3183.18,Studied,3,3,NA,12,Related,TENT,CAMP,CROOK
KT,KILL,3233.325,Studied,38,3,NA,14,Unrelated,SNEEZE,NA,NA
KT,DEVIL,1998.62,Studied,34,3,NA,13,Related,SKIP,JUMP,NA
KT,TRAIN,2452.525,Studied,6,3,NA,8,Related,CROOK,THIEF,NA
KT,WHEAT,1383.925,Studied,22,3,NA,3,Unrelated,UNCLEAR,NA,NA
KT,LAKE,1600.805,Studied,41,3,NA,2,Related,ABDOMEN,STOMACH,NA
KT,SWAMP,2416.905,Studied,42,3,NA,1,firstword,firstword,NA,NA
KT,TRASH,2300.415,Studied,12,3,NA,24,Related,GARBAGE,TRASH,GARBAGE
KT,GHOST,1484.155,Studied,13,3,NA,22,Identical,GEEK,NA,NA
KT,HOTEL,2501.335,Studied,32,3,NA,21,Unrelated,MONKEY,NA,NA
KT,STARS,1714.97,Studied,10,3,NA,26,Unrelated,SPICE,NA,NA
KT,SWEET,1832.895,Studied,26,3,NA,5,Related,SOCKS,SHOES,NA
KT,WHERE,1083.385,Studied,18,1,NA,8,Related,TOSS,THROW,NA
KT,BEFORE,2866.705,Studied,38,1,NA,22,Related,LOST,FOUND,NA
KT,SHOES,5617.84,Studied,4,3,NA,16,Unrelated,CARRY,NA,SOCKS
KT,STRETCH,4033.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
KT,GIRLS,5410.765,Studied,35,1,NA,15,Unrelated,SLIDE,NA,NA
KT,KIDNAP,1849.445,Studied,7,4,NA,5,Unrelated,FOOD,NA,NA
KT,PURPLE,2899.67,Studied,13,4,NA,12,Unrelated,ROOF,NA,NA
KT,BUCKET,2276.66,Studied,12,4,NA,13,Related,LEND,BORROW,NA
KT,CHAINS,1536.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
KT,CANDLE,2034.235,Studied,1,4,NA,6,Identical,NOSE,NA,NA
KT,SEEK,2735.495,Studied,29,4,NA,7,Unrelated,BREAK,NA,NA
KT,LOOK,1716.265,Studied,30,4,NA,8,Identical,NEWS,NA,NA
KT,MOTHER,5568.515,Studied,5,4,NA,14,Unrelated,NONE,NA,NA
KT,BUTTER,1897.91,Studied,8,4,NA,16,Identical,WAITER,NA,NA
KT,TENNIS,2832.15,Studied,2,4,NA,2,Identical,SQUARE,NA,NA
KT,STATES,3833.675,Studied,3,4,NA,4,Unrelated,JACKET,NA,NA
KT,BRANCH,3000.13,Studied,32,4,NA,3,Related,COBWEB,SPIDER,NA
KT,WAITER,4120.635,Studied,11,4,Identical,19,Unrelated,HAPPY,NA,NA
KT,NOSE,5805.49,Studied,14,4,Identical,17,Unrelated,MAGIC,NA,NA
KT,TOES,2899.485,Studied,22,4,NA,18,Unrelated,VOLCANO,NA,NA
KT,STRICT,3640.435,NA,NA,NA,NA,NA,NA,NA,NA,NA
KT,UNCLE,3701.145,Studied,15,1,NA,13,Related,PUSH,SHOVE,NA
KT,NEPHEW,1816.63,Studied,9,2,NA,38,Unrelated,BREAD,NA,NIECE
KT,EXTENT,3400.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
KT,THERE,6284.135,Studied,37,1,NA,9,Related,GUMS,TEETH,NA
KT,DEAF,3599.255,Studied,1,3,NA,11,Related,FROWN,SMILE,NA
KT,EGG,1316.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
KT,BIRD,1651.815,Studied,2,2,NA,8,Related,PEEL,ORANGE,NA
KT,ORANGE,2034.565,Studied,31,2,NA,13,Unrelated,STUPID,NA,PEEL
KT,YELLOW,1999.745,Studied,17,2,NA,12,Identical,STREAM,NA,NA
KT,BEACH,2531.9,Studied,3,2,NA,14,Identical,STORY,NA,NA
KT,STAIRS,1334.26,Studied,6,2,NA,15,Unrelated,STING,NA,NA
KT,NUMBER,1502.86,Studied,7,2,NA,18,Related,NIECE,NEPHEW,DIGIT
KT,TWELVE,4159.87,Studied,28,2,NA,17,Identical,CHAIR,NA,NA
KT,SMOOTH,3481.35,Studied,8,2,NA,16,Related,LEFT,RIGHT,NA
KT,STREAM,4619.17,Studied,37,2,Identical,31,Unrelated,GRAVE,NA,NA
KT,GLORY,2282.505,Studied,24,2,NA,11,Related,DIGIT,NUMBER,NA
KT,FLOWER,3683.94,Studied,1,2,NA,10,Related,BANJO,GUITAR,NA
KT,CRACKER,4761.89,Studied,29,2,NA,7,Unrelated,FAKE,NA,NA
KT,CHEESE,2206.275,Studied,20,2,NA,6,Unrelated,MOVE,NA,NA
KT,BOMB,4852.535,Studied,32,2,NA,22,Related,INTAKE,OUTTAKE,ATOM
KT,STOP,2898.815,Studied,11,2,NA,NA,NA,NA,NA,HALT
KT,DARK,5884.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
KT,DUSK,5216.14,Studied,23,3,NA,9,Unrelated,MINIMUM,NA,NA
KT,GLOW,1483.605,NA,NA,NA,NA,NA,NA,NA,NA,NA
KT,DOOR,1434.355,Studied,28,3,NA,27,Related,FOUR,FIVE,NA
KT,SHEETS,2403.17,Studied,25,2,NA,26,Identical,SELLER,NA,NA
KT,DREAM,2202.02,Studied,26,2,NA,27,Unrelated,SPOTS,NA,NA
KT,BED,1500.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
CW,SILVER,4801.59,Studied,1,1,NA,18,Identical,PLANE,NA,NA
CW,CARD,2349.22,Studied,2,1,NA,19,Related,PART,PIECE,NA
