participant,DelayedWord,DelayedRT,Studied,StudyPosition,Block,ReportedPrimeFromDay1,Day1OutputPosition,Day1PrimeCondition,Day1Prime,Day1PrimeFor,RelatedPrimePresentedonDay1
EX,BED,8001.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX,SLIDE,8002.165,Studied,32,1,NA,12,Unrelated,THERE,NA,NA
EX,FIND,7999.89,Studied,19,4,NA,41,Unrelated,FIRST,NA,SEARCH
EX,LOVE,8000.13,Studied,16,4,NA,12,Unrelated,HUNGER,NA,NA
EX,WEDDING,9209.13,NA,NA,NA,NA,19,Related,VIRUS,SICK,NA
EX,DRESS,7997.21,Studied,36,4,NA,20,Related,SEARCH,FIND,GOWN
EX,MAGIC,7999.17,Studied,4,4,NA,5,Unrelated,THREAD,NA,NA
EX,TALK,8000.035,Studied,14,4,NA,11,Related,CHALK,BOARD,NA
EX,VOLCANO,8000.55,Studied,12,4,NA,8,Related,GATHER,COLLECT,NA
EX,PENNY,8001.375,Studied,5,2,NA,5,Unrelated,CRACKER,NA,NA
EX,DOCTOR,7998.52,Studied,7,2,NA,NA,NA,NA,NA,PATIENT
EX,SMALL,7999.61,Studied,12,3,Identical,32,Identical,SMALL,NA,NA
EX,MAID,8000.735,Studied,8,3,NA,8,Unrelated,POUND,NA,NA
EX,SMART,7998.605,Studied,19,3,Identical,16,Identical,SMART,NA,NA
EX,CASTLE,8000.235,Studied,18,3,NA,9,Related,TWICE,ONCE,NA
EX,ANGRY,7998.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX,JEANS,7988.81,Studied,4,3,NA,4,Unrelated,TIGHT,NA,NA
EX,LIFE,7998.805,NA,NA,NA,NA,NA,NA,NA,NA,NA
EX,MINIMUM,7999.45,Studied,6,3,NA,5,Unrelated,STOMACH,NA,NA
EX,LARGE,7999.725,Studied,5,3,NA,6,Identical,TIRED,NA,NA
EX,SLEEP,8001.045,Studied,23,3,Identical,NA,NA,NA,NA,NA
EX,CAKE,7999.11,Studied,30,3,Identical,19,Identical,WANT,NA,NA
EX,NINE,8000.005,Studied,31,3,NA,21,Unrelated,SHOES,NA,NA
EX,OVEN,7988.075,Studied,33,3,NA,22,Identical,SURE,NA,TOASTER
EX,FRONT,7999.675,Studied,35,3,Identical,23,Identical,ALLOW,NA,NA
EX,BALL,8000.175,NA,NA,NA,Identical,25,Identical,HELLO,NA,NA
EX,CONTROL,8002.105,NA,NA,NA,NA,27,Related,HAUL,CARRY,NA
EX,BOSS,7999.525,Studied,38,3,Identical,26,Related,HERB,SPICE,NA
EX,FINISH,8002.29,Studied,34,3,NA,24,Identical,BALL,NA,NA
EX,ROSE,7999.56,Studied,17,2,NA,20,Related,LEGS,ARMS,THORN
EX,SHIRT,7999.13,Studied,18,2,NA,21,Unrelated,WEST,NA,NA
EX,POCKET,8002.195,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,CHURCH,3283.285,Studied,1,1,NA,NA,NA,NA,NA,CHAPEL
MC,TALK,1165.85,Studied,10,1,NA,2,Related,PICK,CHOOSE,NA
MC,VOLCANO,2101.71,Studied,8,1,NA,5,Identical,LOVE,NA,NA
MC,MANY,5334.685,Studied,4,2,NA,4,Unrelated,GRASS,NA,NA
MC,PLANE,2167.535,NA,NA,NA,Identical,"14,20",Unrelated,WINTER,NA,NA
MC,SHIP,8000.635,Studied,20,1,NA,13,Identical,SMELL,NA,NA
MC,CHILD,8003.37,Studied,10,2,NA,"5,12",Identical,PIECE,NA,NA
MC,STAMP,1516.835,Studied,25,2,NA,NA,NA,NA,NA,POSTAGE
MC,SHERRIF,8000.685,NA,NA,NA,NA,2,Identical,PLANE,NA,NA
MC,CAKE,8000.5,Studied,6,4,NA,14,Unrelated,WHEAT,NA,BAKE
MC,HAIR,8000.51,Studied,33,1,Identical,24,Unrelated,TOUR,NA,NA
MC,FREE,5450.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,ANNOY,2082.97,Studied,7,2,NA,NA,NA,NA,NA,BOTHER
MC,DISAGREE,2767.705,Studied,6,2,Identical,42,Identical,DISAGREE,NA,NA
MC,HILL,3266.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,KNIFE,3000.66,Studied,37,2,NA,14,Unrelated,SHOVE,NA,NA
MC,CAUSE,2890.015,NA,NA,NA,Related,NA,NA,NA,NA,NA
MC,SH,8001.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
MC,SHALLOW,7999.53,Studied,39,2,Identical,33,Identical,ALLOW,NA,NA
GN,SOAP,7994.145,Studied,2,2,NA,10,Identical,READ,NA,NA
GN,READ,7994.015,Studied,7,2,Identical,16,Related,LEAST,MOST,NA
GN,JUMP,7998.32,Studied,2,1,NA,5,Identical,SOUTH,NA,NA
GN,KILL,7994.445,Studied,19,1,Identical,NA,NA,NA,NA,NA
GN,KIDNAP,7993.33,Studied,3,2,NA,11,Related,RACKET,TENNIS,NA
GN,SQUARE,7993.355,Studied,10,2,NA,8,Identical,LOOK,NA,NA
GN,DUSK,7993.845,Studied,23,1,NA,6,Identical,DIRT,NA,NA
GN,STARS,7993.68,Studied,24,1,NA,7,Unrelated,EFFECT,NA,NA
GN,FINGERS,8000.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
GN,TOES,7993.72,Studied,28,2,Identical,6,Identical,BUCKET,NA,NA
GN,NOSE,7993.765,Studied,17,2,NA,25,Related,HIDE,SEEK,SNOT
GN,BOMB,7993.725,Studied,32,4,NA,10,Related,WIDTH,LENGTH,NA
GN,NEWS,7989.58,Studied,1,2,NA,9,Related,SUMMER,WINTER,NA
GN,CANCER,7993.195,Studied,19,3,NA,14,Related,TALL,SHORT,NA
GN,YELLOW,7997.52,Studied,34,4,Identical,14,Identical,NUMBER,NA,NA
GN,SMOOTH,7993.65,Studied,1,4,NA,13,Unrelated,BIKE,NA,NA
GN,SHEETS,7993.475,Studied,6,4,NA,12,Identical,YELLOW,NA,NA
GN,PURPLE,7993.6,Studied,25,2,Identical,5,Unrelated,FOOD,NA,NA
GN,ORANGE,7998.55,Studied,26,4,Identical,19,Identical,ORANGE,NA,NA
GN,QUEEN,7993.78,Studied,27,3,NA,6,Identical,FENCE,NA,NA
GN,UNCLE,7995.805,Studied,39,3,NA,5,Identical,GIRLS,NA,NA
GN,NEPHEW,7993.22,Studied,35,4,NA,23,Identical,RIGHT,NA,NIECE
GN,GIRLS,7998.545,Studied,24,3,Identical,7,Related,HAND,FINGER,NA
GN,OFFICE,7989.82,Studied,26,3,NA,23,Related,PUSH,SHOVE,POST
GN,LAWYER,7998.49,Studied,42,4,NA,1,firstword,firstword,NA,NA
GN,WRITE,7990.495,NA,NA,NA,NA,NA,NA,NA,NA,NA
GN,GRASS,7993.45,Studied,22,3,Identical,12,Identical,GRASS,NA,NA
GN,LEAVES,7993.525,Studied,1,3,NA,13,Unrelated,SAME,NA,NA
GN,SPOT,7993.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
GN,BUTTER,7998.5,Studied,37,2,Identical,3,Identical,PURPLE,NA,NA
GN,EGGS,7992.955,Studied,36,4,NA,4,Unrelated,TOOTH,NA,NA
GN,CHEESE,7993.365,Studied,25,4,Identical,16,Identical,CHEESE,NA,NA
GN,CRACKERS,7998.555,NA,NA,NA,NA,NA,NA,NA,NA,NA
GN,MUSCLE,7999.075,Studied,29,3,Identical,28,Identical,MUSCLE,NA,NA
GN,CLOCK,7993.195,Studied,8,3,NA,11,Unrelated,EXACT,NA,NA
GN,MINUTE,7999.035,Studied,21,3,NA,15,Related,PINT,QUART,HOUR
GN,LEARN,7993.4,Studied,18,1,NA,8,Identical,WHEAT,NA,NA
GN,PLEAD,7999.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
GN,CHAIR,8003.475,Studied,9,4,NA,20,Related,CHOWDER,CLAM,NA
GN,STAIRS,8007.025,Studied,37,4,NA,21,Identical,HORN,NA,NA
GN,ANIMAL,7999.9,Studied,13,3,NA,10,Related,EXIT,ENTER,NA
GN,TIGER,7999.2,Studied,14,3,NA,8,Related,HOUR,MINUTE,NA
GN,SHARK,7995.11,Studied,31,3,NA,9,Unrelated,WRONG,NA,NA
GN,JAIL,7993.25,Studied,7,4,Identical,42,Identical,JAIL,NA,NA
GN,DAGGER,8011.395,Studied,28,4,Identical,11,Unrelated,SPOTS,NA,NA
GN,LOOK,7989.735,Studied,22,2,Identical,14,Unrelated,ROOF,NA,NA
KM,STAIRS,5065.74,Studied,37,2,Identical,22,Unrelated,MATH,NA,NA
KM,STREAM,3464.79,Studied,35,2,NA,24,Unrelated,SUBJECT,NA,NA
KM,RIGHT,1568.35,Studied,36,2,NA,23,Related,TALE,STORY,NA
KM,QUEEN,1156.29,Studied,9,1,NA,14,Unrelated,TRAILER,NA,NA
KM,CRACKER,3988.195,Studied,34,2,Identical,30,Identical,CRACKER,NA,NA
KM,SONG,1339.1,Studied,39,2,NA,"3,20",Identical,FLOWER,NA,NA
KM,DIRT,3176.46,Studied,37,3,NA,5,Unrelated,WATER,NA,NA
KM,LEAVES,3163.555,Studied,21,1,Identical,NA,NA,NA,NA,NA
KM,STOP,3296.72,Studied,41,2,Identical,25,Identical,OUTTAKE,NA,NA
KM,EXIT,1230.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,NUMBERS,2622.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,SHEETS,1566.44,Studied,2,2,NA,9,Related,MELLOW,YELLOW,NA
KM,WEST,1303.155,Studied,5,2,Identical,12,Unrelated,STEAL,NA,NA
KM,EACH,1516.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,BIRD,1188.88,Studied,19,2,NA,35,Identical,SMOOTH,NA,PARROT
KM,FISH,1786.115,Studied,20,2,NA,34,Identical,CLAM,NA,BAIT
KM,PICKLE,1477.03,Studied,14,2,Identical,13,Unrelated,STUPID,NA,NA
KM,CHAIR,1858.38,Studied,27,2,Identical,"11,19",Related,ALTER,CHANGE,NA
KM,SELL,5453.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,OCEAN,3565.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,CLOTHES,6017.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,JUMP,2418.445,Studied,42,3,NA,1,firstword,firstword,NA,NA
KM,MONEY,2410.7,Studied,38,2,Identical,21,Identical,WEIGHT,NA,NA
KM,GUITAR,4428.34,Studied,31,2,NA,41,Unrelated,GUILT,NA,NA
KM,W,8003.395,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,WEST,1331.725,Studied,5,2,Identical,12,Unrelated,STEAL,NA,NA
KM,WORLD,1217.26,Studied,16,3,NA,3,Unrelated,SNEEZE,NA,GLOBE
KM,WORK,7087.815,Studied,33,2,Identical,28,Identical,WORK,NA,NA
KM,OFFICE,2942.495,Studied,29,1,NA,18,Unrelated,VOTE,NA,NA
KM,BED,1052.755,NA,NA,NA,NA,38,Related,SLAY,KILL,NA
KM,EARLY,3833.03,Studied,23,1,Identical,17,Related,FLEX,MUSCLE,NA
KM,CLOCK,2728.55,Studied,7,1,NA,21,Identical,WHERE,NA,NA
KM,NICKEL,2060.36,Studied,26,2,NA,"16,33",Unrelated,BABY,NA,NA
KM,CHEESE,2026.005,Studied,3,2,Identical,NA,NA,NA,NA,NA
KM,SHOE,1994.365,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,LEFT,2318.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,RIGHT,1165.77,Studied,36,2,NA,23,Related,TALE,STORY,NA
KM,BODY,8012.895,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,JEWELRY,2454.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,BEHIND,5620.015,Studied,16,1,NA,12,Related,GRANITE,ROCK,NA
KM,TIGER,5229.275,Studied,17,1,NA,4,Identical,THROW,NA,NA
KM,TEETH,1366.98,Studied,18,1,NA,7,Identical,EARLY,NA,NA
KM,GRASS,1418.06,Studied,27,1,Identical,5,Unrelated,SPIT,NA,NA
KM,WILD,3790.645,Studied,8,4,NA,16,Identical,SEEK,NA,NA
KM,WAT,8003.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,WATCH,1864.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,MONARCH,6470.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,TRIBE,1300.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,PILE,2188.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,DISASTER,2115.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,EXHIBIT,3197.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,PRESNET,3289.055,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,TOES,3479.81,Studied,7,4,NA,17,Related,FEET,TOES,FEET
KM,NOSE,1468.66,Studied,27,4,NA,18,Related,MORE,LESS,NA
KM,THRIST,2170.705,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,FIRST,1443.165,Studied,4,4,NA,8,Related,HURT,PAIN,NA
KM,MOTHER,1941.605,Studied,1,4,NA,13,Related,FAST,SLOW,NA
KM,BRANCH,1692.55,Studied,6,4,NA,19,Identical,NAVY,NA,NA
KM,FIRST,3523.065,Studied,4,4,NA,8,Related,HURT,PAIN,NA
KM,NOISE,3667.765,Studied,26,3,NA,19,Unrelated,CASTLE,NA,NA
KM,SOUND,1835.04,NA,NA,NA,NA,8,Unrelated,WANT,NA,NA
KM,LOUD,1607.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,BOMB,3123.565,Studied,13,2,NA,17,Identical,NUMBER,NA,NA
KM,OCEAN,3968.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,DANGER,3274.695,NA,NA,NA,NA,NA,NA,NA,NA,NA
KM,RUN,3526.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,STAIR,4385.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,FROG,5250.28,Studied,19,2,NA,13,Related,CIGAR,SMOKE,NA
JA,CANCER,6334.06,Studied,21,4,Identical,"6,15",Identical,CANCER,NA,NA
JA,DOOR,3215.31,Studied,1,2,NA,31,Unrelated,LETTER,NA,NA
JA,YELLOW,7118.28,Studied,41,1,NA,13,Related,MELLOW,YELLOW,MELLOW
JA,FLOWER,5213.435,Studied,30,1,NA,NA,NA,NA,NA,TULIP
JA,MINOR,1916.845,Studied,2,2,NA,8,Unrelated,MINIMUM,NA,NA
JA,READ,5100.1,Studied,2,3,NA,21,Related,VIOLET,PURPLE,NA
JA,STOP,5566.08,Studied,15,1,NA,NA,NA,NA,NA,HALT
JA,LINE,5950.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,HORSE,1831.56,Studied,6,4,NA,11,Related,LION,TIGER,NA
JA,DIRR,4682.455,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,DIRT,1566.46,Studied,12,2,Identical,40,Identical,DIRT,NA,NA
JA,THIEF,4299.245,Studied,38,2,NA,NA,NA,NA,NA,NA
JA,JAIL,4166.525,Studied,33,1,NA,NA,NA,NA,NA,NA
JA,ROA,8005.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,ROAD,5836.195,Studied,42,2,NA,1,firstword,firstword,NA,NA
JA,BOOK,8000.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,TOES,7999.385,Studied,15,3,NA,4,Identical,CLUE,NA,NA
JA,NOSE,2135.59,Studied,29,3,NA,5,Unrelated,JACKET,NA,NA
JA,DEVIL,4038.915,Studied,27,2,NA,4,Unrelated,SURE,NA,NA
JA,PAPER,2481.325,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,TRAIN,2168.37,Studied,8,2,Identical,30,Related,MUTE,DEAF,NA
JA,DEATH,4633.755,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,WORL,8000.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
JA,WORLD,1555.22,Studied,31,2,Identical,27,Identical,WORLD,NA,NA
JA,STEAL,6652.125,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
JA,FISH,2586.37,Studied,31,1,NA,10,Unrelated,SPOTS,NA,NA
AM2,COPY,7988.89,Studied,15,1,Identical,NA,NA,NA,NA,NA
AM2,SMART,7998.54,Studied,1,1,NA,11,Unrelated,THIEF,NA,NA
AM2,SOUR,7998.61,Studied,1,2,NA,1,firstword,firstword,NA,NA
AM2,STICKY,7998.54,Studied,2,2,NA,2,Unrelated,MIDDLE,NA,NA
AM2,LARGE,7998.435,Studied,22,1,NA,7,Unrelated,HOTEL,NA,MEDIUM
AM2,SMALL,7998.65,Studied,23,1,NA,6,Related,MEDIUM,LARGE,NA
AM2,CELL,7998.35,Studied,15,4,NA,16,Identical,BREAD,NA,NA
AM2,NIGHT,17370.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM2,S,7998.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM2,STRESS,7989.565,Studied,42,4,NA,NA,NA,NA,NA,NA
AM2,SCISSORS,7389.625,Studied,26,3,Identical,NA,NA,NA,NA,NA
AM2,STA,8110.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
AM2,STAMP,7998.535,Studied,27,3,NA,15,Unrelated,GRASS,NA,NA
AM2,PACKAGE,7998.425,Studied,29,3,Identical,16,Related,GRAVY,POTATO,NA
AM2,POTATO,7998.43,Studied,12,3,NA,18,Unrelated,CLOSE,NA,GRAVY
AM2,VOTE,7998.555,Studied,13,3,NA,19,Unrelated,WHERE,NA,NA
GC,VOLCANO,5316.655,Studied,26,3,NA,9,Identical,JACKET,NA,ERUPT
GC,HOUSE,2500.375,NA,NA,NA,NA,"15,37,29",Unrelated,LENGTH,NA,NA
GC,SILK,5909.42,Studied,36,2,NA,14,Unrelated,HOOP,NA,NA
GC,ART,6392.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,STORE,3903.305,Studied,7,3,NA,15,Related,CHAPEL,CHURCH,NA
GC,PURCHASE,6609.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,RUN,6467.59,NA,NA,NA,NA,"36,40",Unrelated,EGGS,NA,NA
GC,KNIFE,8008.89,Studied,28,4,NA,17,Identical,HATE,NA,BLADE
GC,THROUGH,4727.06,NA,NA,NA,NA,"31,42,34",Related,LICE,HAIR,NA
GC,OVER,5850.73,NA,NA,NA,NA,"40,27",Unrelated,WILD,NA,NA
GC,PAINT,8000.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,THEM,8001.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,TREE,8002.18,Studied,23,3,NA,NA,NA,NA,NA,ACORN
GC,PENCIL,6699.44,Studied,2,2,NA,3,Unrelated,FROG,NA,NA
GC,PERSON,5422.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,CAN,4934.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,START,3466.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,DRAWER,6052.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,H,8000.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,YOUNG,7683.385,Studied,17,4,Identical,NA,NA,NA,NA,NA
GC,TIE,3441.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,STAMP,5233.555,Studied,14,4,NA,30,Related,POSTAGE,STAMP,POSTAGE
GC,SEND,1432.455,NA,NA,NA,NA,"32,41",Identical,ANNOY,NA,NA
GC,NEVER,4747.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,RED,5098.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,AF,7999.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,REED,7000.745,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,FUN,8001.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,HAT,6934.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,EYE,8001.535,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,GIFT,1150.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,R,7999.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,RAPID,2643.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,YELLOW,7999.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,BED,7878.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,CALL,2457.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,DOOR,5626.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,BIRD,2748.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,FRY,5235.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,NEEDLE,8001.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,POP,3330.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,WI,8000.305,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,SET,5018.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,BALLOON,4415.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,MORNING,7317.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,SAFE,5766.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,ROD,3467.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,WENT,5101.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,TALK,6199.45,Studied,15,3,Identical,"39,24",Related,CLEVER,SMART,NA
GC,BEAM,3683.61,NA,NA,NA,Related,NA,NA,NA,NA,NA
GC,GET,4832,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,DEER,5935.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,APPLE,4816.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,PEAR,1199.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,CAR,4283.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,CREEP,1949.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,INTO,7850.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,SE,8002.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,DESK,4416.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,PAPER,3786.065,Studied,39,2,NA,NA,NA,NA,NA,NA
GC,THING,1200.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,DO,8000.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,BOWL,3532.855,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,GOLF,2333.135,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,CAT,2816.665,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,HERE,4649.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,BEE,5952.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,CUP,5598.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,YES,7800.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,GROSS,5852.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,DESPISE,4727.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,HUT,5033.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,FEED,5321.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,BAN,7049.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,OPEN,7668.54,NA,NA,NA,NA,33,Identical,SING,NA,NA
GC,SEE,7996.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,JELLO,2499.585,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,JUST,7151.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,BALL,5630.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,GRAPE,6050.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
GC,TELL,7094.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,HAND,4201.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,FUNERAL,1932.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,KNIFE,1434.32,Studied,23,1,NA,NA,NA,NA,NA,BLADE
JM,SPECIAL,3500.25,NA,NA,NA,NA,"25,16,18",Identical,SKIN,NA,NA
JM,CAR,3566.825,NA,NA,NA,NA,7,Identical,REAL,NA,NA
JM,MIND,1517.6,NA,NA,NA,Related,16,Related,MIND,BRAIN,NA
JM,DRIVE,3234.365,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,HOME,931.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,CAT,1467.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,BOAT,799.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,WASH,2166.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,MIND,5282.78,NA,NA,NA,Related,16,Related,MIND,BRAIN,NA
JM,MINUTE,4550.62,NA,NA,NA,Unrelated,"39,26",Unrelated,MINUTE,NA,NA
JM,SHAKE,3967.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,BITE,3267.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,ALLOW,2968.285,Studied,33,3,NA,NA,NA,NA,NA,PERMIT
JM,ANSWER,1584.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,MARRIAGE,2084.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,SPECIAL,2684.7,NA,NA,NA,NA,"25,16,18",Identical,SKIN,NA,NA
JM,HORN,3886.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,FIGHT,3817.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,ARGUE,790.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,NAIL,1416.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,TUMOR,1982.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,COLLEGE,4417.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,TORSO,2567.645,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,MAKE,5117.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,FORCE,2483.155,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,TAKE,1500.925,Studied,39,4,NA,NA,NA,NA,NA,NA
JM,FIGHT,2233.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,COLLECT,2916.74,Studied,38,4,Identical,27,Identical,COLLECT,NA,NA
JM,STICK,2216.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,STRUGGLE,1500.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,TWEET,5716.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,BIRD,1200.685,NA,NA,NA,Unrelated,NA,NA,NA,NA,NA
JM,CALL,2935.425,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,CHOP,6455.965,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,COLLECT,4565.41,Studied,38,4,Identical,27,Identical,COLLECT,NA,NA
JM,KNOW,1821.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,PLACE,3267.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,HOME,949.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,TRUCK,2582.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,SCISSOR,3166.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,CARVE,6007.025,NA,NA,NA,NA,NA,NA,NA,NA,NA
JM,CAVE,582.635,NA,NA,NA,NA,NA,NA,NA,NA,NA
